worker_id,city_risk_index,rainfall_last_3day_avg,flood_zone_flag,traffic_peak_index,pollution_spike_flag,parcel_demand_index,historical_income_variance,active_hours_ratio,gps_jump_distance,claim_frequency_7day,nearby_claim_cluster_score,income_loss_hours
WRK-00247,0.3487,51.76,0,0.7898,0,0.6589,0.9479,0.7625,0.19,1.0,0.1105,1.72
WRK-00248,0.6761,74.7,0,0.7361,0,0.7222,0.588,0.7943,0.85,2.0,0.0342,5.32
WRK-00249,0.4128,38.82,0,0.8085,0,0.8575,0.6603,0.5684,0.21,1.0,0.3055,4.26
WRK-00250,0.6652,117.08,1,1.0,0,0.479,0.5307,0.6411,3.02,5.0,0.4504,19.63
WRK-00251,0.6738,61.74,0,0.9663,0,0.236,1.0,0.5198,13.82,1.0,0.1208,4.46
WRK-00252,0.6734,75.83,0,0.783,0,0.5361,0.3152,0.7373,1.11,0.0,0.3977,2.86
WRK-00253,0.6516,58.49,0,0.8887,0,0.6098,0.173,0.6792,3.99,0.0,0.3703,5.48
WRK-00254,0.4373,103.81,0,1.0,0,0.2141,1.0,0.3331,0.46,2.0,0.032,12.68
WRK-00255,0.4196,48.22,0,0.6524,0,0.7169,0.331,0.7598,0.4,1.0,0.0631,2.64
WRK-00256,0.5456,34.88,0,0.8386,0,0.8909,0.9007,0.5425,3.79,0.0,0.3841,4.41
WRK-00257,0.2642,35.3,0,0.564,0,0.4572,0.9245,0.6632,1.65,1.0,0.1564,2.3
WRK-00258,0.8343,86.77,1,1.0,1,0.104,1.0,0.8364,0.34,2.0,0.1499,15.96
WRK-00259,0.5392,14.72,0,0.8298,1,0.9286,1.0,0.8125,1.82,0.0,0.1458,5.58
WRK-00260,0.7097,161.54,1,1.0,0,0.2837,0.9412,0.9404,1.59,5.0,0.5009,26.25
WRK-00261,0.3898,62.16,0,0.8608,0,0.7786,0.3786,0.6317,0.84,0.0,0.0825,4.08
WRK-00262,0.5368,11.61,0,0.8789,1,0.2714,1.0,0.7332,4.87,2.0,0.0934,4.75
WRK-00263,0.4107,67.86,0,0.9121,0,0.2974,0.9973,0.8962,0.09,0.0,0.0925,5.42
WRK-00264,0.4789,29.95,0,0.4332,0,0.2509,1.0,0.791,0.03,1.0,0.3353,3.1
WRK-00265,0.4049,29.15,0,0.5637,0,0.6683,0.083,0.2897,54.19,3.8,0.7044,19.54
WRK-00266,0.6794,66.63,0,1.0,0,0.8119,0.5324,0.805,4.68,2.0,0.317,4.3
WRK-00267,0.7887,74.93,1,1.0,1,0.4241,0.87,0.5908,0.99,2.0,0.2786,12.94
WRK-00268,0.5725,61.51,0,0.9795,0,0.1363,1.0,0.8777,0.32,1.0,0.2141,4.52
WRK-00269,0.7112,77.59,1,0.8859,0,0.05,1.0,0.7494,0.87,3.0,0.1953,17.22
WRK-00270,0.5363,158.79,0,1.0,0,0.6386,0.397,0.5951,2.64,1.0,0.2993,13.12
WRK-00271,0.4243,38.56,0,0.9499,0,0.1783,1.0,0.9367,0.0,1.0,0.3191,6.47
WRK-00272,0.6397,80.35,0,1.0,0,0.3221,0.8438,0.9007,3.69,2.0,0.2133,8.37
WRK-00273,0.6082,38.47,0,0.9162,0,0.5902,0.2754,0.363,0.1,1.0,0.2151,3.49
WRK-00274,0.3937,12.87,0,0.7558,1,0.512,0.3821,0.6079,14.16,2.0,0.1881,0.6
WRK-00275,0.5688,76.83,1,0.9849,0,0.3072,0.972,0.8969,1.6,3.0,0.2654,11.02
WRK-00276,0.6649,101.15,1,1.0,0,0.2211,1.0,0.7967,0.33,3.0,0.5089,19.71
WRK-00277,0.5605,85.63,0,0.7594,0,0.5386,0.3404,0.8827,1.69,0.0,0.1437,6.76
WRK-00278,0.4457,63.41,0,0.8762,0,0.2732,0.9587,0.9405,0.47,1.0,0.3164,5.26
WRK-00279,0.5876,122.34,1,1.0,0,0.1846,1.0,0.4948,0.99,2.0,0.1814,16.19
WRK-00280,0.7623,87.53,1,1.0,0,0.1646,1.0,0.6404,1.15,2.0,0.2463,17.18
WRK-00281,0.5102,88.85,0,1.0,0,0.8107,0.5114,0.1524,121.42,5.5,0.637,25.88
WRK-00282,0.8326,92.8,0,0.9767,0,0.3003,0.9797,0.586,0.31,1.0,0.2429,11.32
WRK-00283,0.4678,24.02,1,0.5626,0,0.6562,0.0477,0.4627,0.12,4.0,0.0633,13.46
WRK-00284,0.6462,71.32,0,0.8253,0,0.4536,0.6585,0.7064,0.06,1.0,0.3921,6.1
WRK-00285,0.7454,86.55,1,0.8774,0,0.1624,1.0,0.3572,2.62,3.0,0.002,22.71
WRK-00286,0.2682,22.07,1,0.6272,0,0.5116,0.3893,0.6599,0.38,3.0,0.3441,9.69
WRK-00287,0.473,35.53,0,0.8889,0,0.6519,0.0159,0.4584,0.57,1.0,0.0642,3.85
WRK-00288,0.6767,97.88,0,1.0,0,0.2106,1.0,0.83,0.08,3.0,0.0186,9.17
WRK-00289,0.4773,158.61,0,1.0,0,0.3065,1.0,0.9303,0.04,1.0,0.1477,8.21
WRK-00290,0.677,117.39,1,0.9346,0,0.5707,0.3139,0.7315,0.57,1.0,0.2536,20.11
WRK-00291,0.3684,63.39,0,0.8282,0,0.5762,0.2292,0.9199,0.23,1.0,0.0109,5.69
WRK-00292,0.4881,69.53,0,1.0,0,0.7223,0.3326,0.1368,78.47,6.2,0.8493,21.91
WRK-00293,0.2938,7.95,0,0.5163,0,0.2891,0.9274,0.8905,1.79,2.0,0.0232,3.13
WRK-00294,0.5139,95.83,0,1.0,0,0.6795,0.1942,0.8674,2.5,3.0,0.1266,10.3
WRK-00295,0.6515,88.48,0,1.0,0,0.5604,0.2501,0.7954,2.32,1.0,0.3512,7.77
WRK-00296,0.762,80.27,0,0.8948,0,0.3176,0.888,0.7849,0.46,1.0,0.0475,11.15
WRK-00297,0.4505,38.76,1,0.7049,0,0.1693,1.0,0.2894,79.41,7.7,0.856,23.7
WRK-00298,0.6185,76.16,1,0.8505,0,0.5122,0.7755,0.7092,0.94,0.0,0.0589,16.7
WRK-00299,0.4602,82.86,1,1.0,0,0.2134,1.0,0.808,0.43,5.0,0.2082,17.68
WRK-00300,0.6125,93.82,0,1.0,0,0.2803,0.9931,0.5545,2.86,1.0,0.3654,12.7
WRK-00301,0.5125,80.08,0,0.9865,0,0.237,1.0,0.287,48.91,5.6,0.6799,32.32
WRK-00302,0.4972,34.47,0,0.7413,0,0.4793,0.5283,0.6505,1.11,0.0,0.2576,4.99
WRK-00303,0.9175,229.2,1,1.0,1,0.3336,0.8103,0.5512,0.26,3.0,0.319,28.74
WRK-00304,0.3303,0.8,0,0.5064,0,0.6051,0.1304,0.6121,2.05,1.0,0.3787,1.83
WRK-00305,0.6286,66.76,1,0.976,0,0.6115,0.3517,0.7111,0.31,5.0,0.3893,12.5
WRK-00306,0.5039,19.99,1,0.8224,0,0.1927,1.0,0.8398,0.63,1.0,0.1706,12.06
WRK-00307,0.497,82.24,0,1.0,0,0.7092,0.4099,0.7228,1.98,1.0,0.2641,10.02
WRK-00308,0.6805,69.17,1,1.0,0,0.5258,0.5827,0.6755,0.44,2.0,0.2967,8.45
WRK-00309,0.4757,91.68,0,0.9312,0,0.2274,1.0,0.8887,0.61,0.0,0.1871,6.46
WRK-00310,0.8069,115.99,1,1.0,0,0.4817,0.4533,0.3736,4.72,3.0,0.5571,19.04
WRK-00311,0.3506,35.04,0,0.5936,0,0.5068,0.5041,0.7428,0.91,0.0,0.3415,2.04
WRK-00312,0.4789,73.34,0,0.8966,0,0.4455,0.7857,0.8171,0.62,0.0,0.3619,4.15
WRK-00313,0.7631,130.26,0,1.0,0,0.172,1.0,0.6599,0.16,2.0,0.3737,12.53
WRK-00314,0.479,53.97,0,1.0,0,0.3809,0.8155,0.6792,0.07,0.0,0.0997,8.18
WRK-00315,0.5248,40.86,0,0.8755,0,0.3189,0.8284,0.5,3.84,1.0,0.1868,3.29
WRK-00316,0.5941,27.48,0,0.5716,0,0.4105,0.9059,0.6787,1.15,2.0,0.0232,2.04
WRK-00317,0.3346,53.21,0,0.5728,0,0.3059,1.0,0.7115,0.6,3.0,0.3056,1.41
WRK-00318,0.4238,34.1,0,0.7408,0,0.9266,0.7871,0.6567,0.49,2.0,0.0849,1.36
WRK-00319,0.32,11.61,1,0.468,1,0.6511,0.0983,0.486,3.92,4.0,0.1257,13.97
WRK-00320,0.5928,73.42,1,0.7867,0,0.4795,0.4403,0.8378,1.08,6.0,0.0733,8.62
WRK-00321,0.5509,60.63,1,1.0,0,0.141,1.0,0.5812,0.17,4.0,0.03,11.38
WRK-00322,0.6657,101.75,1,1.0,0,0.5905,0.3928,0.906,0.47,2.0,0.4047,24.05
WRK-00323,0.691,77.85,0,0.8848,0,0.9011,0.6659,0.8918,0.23,1.0,0.0298,5.59
WRK-00324,0.4006,26.05,0,0.5418,0,0.9056,0.6819,0.5455,0.13,2.0,0.281,0.0
WRK-00325,0.3387,20.67,0,0.4215,0,0.7361,0.2178,0.6655,1.68,3.0,0.1306,5.01
WRK-00326,0.6107,31.31,0,0.6795,0,0.5688,0.4333,0.7579,3.01,0.0,0.3995,0.0
WRK-00327,0.5811,45.47,0,0.9475,0,0.7283,0.2531,0.6635,1.63,0.0,0.1778,2.39
WRK-00328,0.7373,111.83,1,1.0,0,0.2955,1.0,0.8407,0.29,6.0,0.3426,17.16
WRK-00329,0.5466,23.64,0,0.8495,1,0.7588,0.2919,0.0818,46.36,9.1,0.9163,27.42
WRK-00330,0.6845,67.3,1,0.9169,0,0.1768,1.0,0.7107,1.82,1.0,0.3834,16.1
WRK-00331,0.6684,133.03,0,1.0,0,0.1784,1.0,0.5631,2.1,1.0,0.3308,14.4
WRK-00332,0.4847,68.9,0,1.0,0,0.7674,0.3537,0.7018,2.01,0.0,0.0406,7.67
WRK-00333,0.4287,67.76,1,0.9105,0,0.4222,0.6732,0.688,1.56,5.0,0.0849,11.09
WRK-00334,0.5855,54.1,0,0.7248,1,0.8366,0.4729,0.5759,0.63,1.0,0.3521,2.0
WRK-00335,0.596,62.31,1,0.8498,0,0.1797,1.0,0.6704,0.17,1.0,0.3621,10.55
WRK-00336,0.4842,59.04,0,0.7771,0,0.5453,0.8921,0.3783,4.3,2.0,0.0203,3.05
WRK-00337,0.3544,30.63,1,0.5917,0,0.3052,0.9461,0.0549,31.91,9.2,0.7091,22.23
WRK-00338,0.6208,81.96,0,1.0,0,0.7341,0.7309,0.9059,3.38,1.0,0.1501,10.83
WRK-00339,0.4777,70.28,0,1.0,0,0.5783,0.2975,0.7061,4.11,2.0,0.2628,8.35
WRK-00340,0.3212,6.69,0,0.4228,0,0.6,0.3659,0.8508,2.69,1.0,0.2441,2.24
WRK-00341,0.3224,85.34,0,0.7945,0,0.4893,0.7767,0.804,1.16,4.0,0.3069,6.19
WRK-00342,0.5059,48.8,0,1.0,0,0.383,0.8564,0.6764,0.1,4.0,0.3997,8.03
WRK-00343,0.5402,110.5,0,1.0,0,0.3926,0.6824,0.0535,70.12,7.8,0.6545,21.24
WRK-00344,0.6117,85.77,1,0.9577,0,0.474,0.4533,0.8242,5.4,7.0,0.0002,19.31
WRK-00345,0.2078,38.09,0,0.6315,0,0.9422,0.8079,0.722,4.02,1.0,0.1445,0.62
WRK-00346,0.4992,62.21,0,0.8958,1,0.4724,0.8435,0.6198,2.13,0.0,0.2848,3.45
WRK-00347,0.34,11.89,0,0.4023,0,0.6067,0.2349,0.6923,0.07,1.0,0.2241,2.62
WRK-00348,0.261,10.94,0,0.5435,0,0.9874,1.0,0.8936,1.16,0.0,0.0185,4.49
WRK-00349,0.6368,26.81,0,0.7818,1,0.5856,0.1834,0.6282,2.29,2.0,0.0997,3.37
WRK-00350,0.4454,29.71,0,0.7953,0,0.6709,0.672,0.8599,1.79,2.0,0.2701,3.1
WRK-00351,0.7138,88.78,1,1.0,0,0.05,1.0,0.8305,0.63,6.0,0.3883,24.34
WRK-00352,0.6639,151.1,0,1.0,0,0.4337,0.787,0.836,0.41,0.0,0.1768,12.26
WRK-00353,0.6081,42.18,0,0.7835,0,0.4684,0.4631,0.2843,61.82,7.6,0.6337,14.04
WRK-00354,0.74,91.68,0,1.0,0,0.2874,1.0,0.6022,2.56,4.0,0.2923,12.04
WRK-00355,0.2994,17.31,0,0.6487,1,0.4214,0.7492,0.9274,1.26,0.0,0.2229,4.05
WRK-00356,0.3066,7.51,0,0.6183,0,0.5524,0.4224,0.5574,1.45,0.0,0.2471,3.48
WRK-00357,0.5984,31.67,0,0.7554,0,0.5275,0.3826,0.5273,0.73,2.0,0.187,0.75
WRK-00358,0.359,30.23,1,0.5845,0,0.6032,0.1554,0.7445,1.66,2.0,0.3757,14.82
WRK-00359,0.7065,101.32,1,1.0,0,0.3141,1.0,0.5852,0.01,3.0,0.4877,22.01
WRK-00360,0.5018,53.54,0,0.7058,1,0.3546,0.7562,0.7192,0.48,0.0,0.3733,1.17
WRK-00361,0.3901,57.0,0,0.7431,0,0.6514,0.1385,0.6668,0.32,0.0,0.1464,0.0
WRK-00362,0.3873,21.85,0,0.4793,0,0.3249,1.0,0.3285,0.42,2.0,0.2457,5.61
WRK-00363,0.6264,32.99,0,0.8892,0,0.3462,0.9981,0.5208,3.57,0.0,0.1761,7.07
WRK-00364,0.4447,23.85,0,0.5508,0,0.5057,0.7458,0.5283,2.23,1.0,0.0489,1.92
WRK-00365,0.7072,193.88,0,1.0,0,0.7065,0.5129,0.8869,0.73,1.0,0.148,12.04
WRK-00366,0.6269,85.82,0,0.9643,0,0.4704,0.4698,0.9453,1.15,1.0,0.1552,9.52
WRK-00367,0.5409,84.17,1,0.6987,0,0.1,1.0,0.9117,0.51,3.0,0.0029,13.53
WRK-00368,0.3955,63.86,0,0.8966,0,0.5586,0.2431,0.8336,0.31,2.0,0.1244,5.64
WRK-00369,0.7455,87.74,0,1.0,1,0.3305,1.0,0.4851,3.73,0.0,0.0097,13.44
WRK-00370,0.439,45.52,0,0.7078,0,0.7134,0.5564,0.8073,0.31,0.0,0.2766,6.36
WRK-00371,0.486,61.44,0,1.0,0,0.7678,0.347,0.5592,5.02,0.0,0.2662,4.53
WRK-00372,0.4831,63.9,0,0.7425,0,0.4389,1.0,0.8513,2.89,0.0,0.1465,3.52
WRK-00373,0.585,105.42,0,1.0,0,0.3822,0.7017,0.7991,1.09,2.0,0.2728,13.59
WRK-00374,0.4611,80.36,0,0.9385,0,0.6561,0.0879,0.7191,4.81,2.0,0.2076,4.18
WRK-00375,0.3951,37.22,0,0.718,0,0.6578,0.2035,0.8259,12.45,1.0,0.1875,3.03
WRK-00376,0.6637,134.9,1,1.0,0,0.5577,0.3114,0.6859,0.61,2.0,0.3426,17.74
WRK-00377,0.5145,48.8,0,0.6969,0,0.8457,0.504,0.7192,0.03,3.0,0.3755,3.57
WRK-00378,0.4727,29.64,0,0.672,0,0.3189,1.0,0.8388,4.11,0.0,0.2528,5.37
WRK-00379,0.7032,72.73,0,0.8385,0,0.9317,0.7508,0.7936,0.06,0.0,0.3968,8.38
WRK-00380,0.6235,67.68,0,0.9182,0,0.3542,0.8448,0.8537,0.21,1.0,0.0007,8.01
WRK-00381,0.6001,100.96,0,1.0,0,0.2559,1.0,0.7816,0.98,4.0,0.0552,8.58
WRK-00382,0.3794,9.05,0,0.5469,0,0.9536,1.0,0.7596,2.32,0.0,0.3502,4.12
WRK-00383,0.4093,17.65,0,0.5743,0,0.7535,0.6339,0.5934,0.03,3.0,0.309,0.98
WRK-00384,0.4768,25.15,0,0.864,1,0.3775,0.7485,0.8525,0.36,1.0,0.3583,7.77
WRK-00385,0.7441,141.05,0,1.0,0,0.3566,1.0,0.8009,1.45,4.0,0.1986,13.26
WRK-00386,0.6315,98.62,0,1.0,0,0.2135,1.0,0.6153,0.15,3.0,0.2388,10.43
WRK-00387,0.7752,112.14,0,1.0,0,0.5475,0.5262,0.6936,1.5,1.0,0.0585,9.63
WRK-00388,0.5346,41.97,0,0.7692,0,0.8711,0.8563,0.2855,63.71,5.1,0.931,21.1
WRK-00389,0.4018,22.27,0,0.545,0,0.7528,0.6486,0.623,1.1,1.0,0.1348,2.66
WRK-00390,0.4018,25.98,0,0.912,1,0.7646,0.42,0.7298,4.4,2.0,0.3254,3.67
WRK-00391,0.3227,46.91,0,0.6991,0,0.6879,0.0988,0.8027,2.1,0.0,0.0319,0.0
WRK-00392,0.5952,20.26,0,0.804,1,0.2091,1.0,0.6296,2.52,0.0,0.009,6.91
WRK-00393,0.4817,92.23,1,1.0,1,0.4373,0.5504,0.783,5.06,4.0,0.3143,21.44
WRK-00394,0.4345,86.9,0,0.8229,0,0.3032,0.9022,0.5178,5.34,3.0,0.3465,9.58
WRK-00395,0.4994,39.0,0,0.6446,1,0.3435,0.9624,0.6746,0.68,2.0,0.1248,4.32
WRK-00396,0.4609,71.57,1,0.7657,1,0.2029,1.0,0.6721,0.57,2.0,0.0249,15.08
WRK-00397,0.6545,108.0,1,1.0,1,0.5734,0.2522,0.6252,1.79,4.0,0.5124,12.66
WRK-00398,0.6296,15.77,0,0.8226,1,0.4126,0.6222,0.7546,1.36,3.0,0.007,9.24
WRK-00399,0.4258,45.63,0,0.9859,0,0.5407,0.4781,0.8006,2.44,0.0,0.1039,7.99
WRK-00400,0.4249,59.5,0,0.9714,0,0.7536,0.3858,0.6912,0.81,2.0,0.1268,4.99
WRK-00401,0.4087,13.68,0,0.5391,0,0.7224,0.264,0.8437,1.44,0.0,0.3577,1.33
WRK-00402,0.5925,79.22,1,0.8635,0,0.05,1.0,0.7292,0.23,3.0,0.0461,14.01
WRK-00403,0.6099,64.96,0,1.0,0,0.5284,0.3284,0.8488,3.03,0.0,0.0674,5.46
WRK-00404,0.4088,0.0,0,0.5886,0,0.8176,0.5004,0.7043,5.02,3.0,0.2234,0.12
WRK-00405,0.717,65.92,0,0.8967,0,0.4795,0.6074,0.5896,0.84,0.0,0.1902,6.58
WRK-00406,0.7133,78.11,1,0.9358,0,0.0557,1.0,0.7597,0.45,2.0,0.1085,18.41
WRK-00407,0.5794,138.95,0,0.8792,0,0.6051,0.1369,0.624,1.13,1.0,0.1727,9.03
WRK-00408,0.6015,17.25,0,0.7843,1,0.5839,0.5126,0.8675,0.19,1.0,0.2615,2.35
WRK-00409,0.3213,16.55,0,0.6001,0,0.7057,0.3073,0.8616,0.3,0.0,0.0008,1.44
WRK-00410,0.7455,105.61,1,1.0,0,0.05,1.0,0.6996,7.01,7.0,0.4238,20.52
WRK-00411,0.5318,25.15,1,0.8497,0,0.6774,0.2306,0.7663,0.64,1.0,0.0203,17.84
WRK-00412,0.5901,36.69,0,0.8421,0,1.0,1.0,0.6299,1.92,2.0,0.0425,4.44
WRK-00413,0.4894,86.43,0,1.0,0,0.384,0.6907,0.8777,0.94,1.0,0.0687,6.49
WRK-00414,0.3042,42.15,0,0.9885,0,0.3076,0.9834,0.6244,0.44,0.0,0.0364,5.32
WRK-00415,0.7343,80.14,0,1.0,0,0.2789,0.9523,0.7033,7.31,2.0,0.0671,10.51
WRK-00416,0.4514,60.65,0,0.6283,0,0.7296,0.2869,0.8486,0.52,0.0,0.3378,1.4
WRK-00417,0.4157,26.34,0,0.4464,0,0.4635,0.7193,0.5322,2.44,1.0,0.1394,1.21
WRK-00418,0.7118,103.68,1,1.0,0,0.3983,0.6872,0.8594,0.08,8.0,0.5076,21.08
WRK-00419,0.6114,51.62,1,1.0,0,0.6243,0.1532,0.5778,0.71,1.0,0.3257,13.73
WRK-00420,0.6749,127.18,0,0.9487,0,0.3225,0.857,0.5988,2.19,1.0,0.1701,15.08
WRK-00421,0.415,8.77,0,0.5095,1,0.4945,0.6538,0.8192,3.83,0.0,0.1695,2.42
WRK-00422,0.4836,43.7,0,0.8709,0,0.2512,1.0,0.5383,9.53,1.0,0.2599,4.46
WRK-00423,0.479,62.15,0,0.765,0,0.4316,0.5535,0.899,2.5,0.0,0.3119,3.1
WRK-00424,0.5782,92.44,0,1.0,0,0.6804,0.1839,0.5555,5.66,1.0,0.3203,10.51
WRK-00425,0.4849,70.05,1,0.7943,0,0.0715,1.0,0.643,0.46,2.0,0.3618,12.63
WRK-00426,0.5118,32.57,0,0.796,0,0.733,0.3695,0.1861,29.68,11.0,0.9408,16.23
WRK-00427,0.5109,49.15,0,0.6912,0,0.5308,0.3934,0.8972,0.34,2.0,0.2003,1.36
WRK-00428,0.4218,42.72,0,0.6258,0,0.4715,0.4908,0.91,4.79,1.0,0.2635,3.47
WRK-00429,0.7841,108.32,1,0.9896,0,0.0825,1.0,0.8133,1.14,2.0,0.5157,21.83
WRK-00430,0.4119,39.63,0,0.6512,0,0.8393,0.4883,0.7208,1.82,0.0,0.0226,2.04
WRK-00431,0.823,88.17,1,1.0,1,0.4058,0.6962,0.8636,0.05,1.0,0.1643,20.48
WRK-00432,0.3764,64.53,0,0.6863,0,0.2607,1.0,0.7137,2.3,1.0,0.0047,2.44
WRK-00433,0.4874,63.69,0,0.753,1,0.6731,0.134,0.3468,95.28,7.9,0.7265,9.21
WRK-00434,0.5905,29.19,0,0.9533,1,0.4276,0.5613,0.8718,1.21,0.0,0.3266,6.55
WRK-00435,0.8001,101.71,1,1.0,0,0.05,1.0,0.723,0.35,0.0,0.2836,17.78
WRK-00436,0.5835,92.37,0,1.0,0,0.3855,0.8617,0.7527,10.14,2.0,0.1157,10.25
WRK-00437,0.6133,94.48,0,1.0,0,0.1814,1.0,0.871,1.16,1.0,0.1902,16.05
WRK-00438,0.4479,17.32,0,0.4211,1,0.907,0.7635,0.725,2.95,0.0,0.274,1.45
WRK-00439,0.8437,93.64,0,1.0,0,0.4532,0.8251,0.6716,2.55,3.0,0.2462,13.13
WRK-00440,0.6992,74.13,0,0.8674,0,0.7121,0.4603,0.6325,3.77,0.0,0.0674,9.74
WRK-00441,0.3566,21.54,0,0.5347,0,0.9842,0.8693,0.8548,1.14,2.0,0.0023,3.43
WRK-00442,0.5406,65.08,0,1.0,0,0.3883,0.7757,0.8204,1.17,1.0,0.269,5.81
WRK-00443,0.6195,33.98,0,0.8416,0,0.717,0.893,0.7195,3.11,0.0,0.1842,4.73
WRK-00444,0.6512,113.33,1,0.8849,0,0.5336,0.452,0.6307,9.32,6.0,0.2875,17.01
WRK-00445,0.6764,80.64,0,1.0,0,0.3334,1.0,0.6648,3.89,2.0,0.0155,11.77
WRK-00446,0.4944,57.07,0,0.7973,0,0.3473,0.8018,0.8378,1.68,0.0,0.2179,2.86
WRK-00447,0.6312,69.55,1,1.0,0,0.2969,1.0,0.7185,0.41,2.0,0.2173,14.25
WRK-00448,0.4394,18.09,0,0.4134,0,0.6678,0.0634,0.3245,61.59,5.8,0.7792,18.15
WRK-00449,0.6535,81.02,0,0.7466,0,0.9282,0.7261,0.7436,3.44,3.0,0.322,10.15
WRK-00450,0.4757,72.97,0,1.0,0,0.5325,0.6311,0.8404,0.5,3.0,0.0856,4.28
WRK-00451,0.4246,7.33,0,0.5081,0,0.5745,0.204,0.74,1.74,1.0,0.0084,0.3
WRK-00452,0.3707,14.97,1,0.6059,0,0.3987,0.8207,0.8608,0.9,3.0,0.0434,13.7
WRK-00453,0.6952,83.02,0,0.8232,0,0.6194,0.1906,0.7414,0.92,2.0,0.0194,12.31
WRK-00454,0.6354,96.82,0,1.0,0,0.7102,0.5667,0.811,0.16,8.0,0.0621,12.0
WRK-00455,0.7538,91.92,0,0.9553,0,0.5541,0.4007,0.4858,0.8,2.0,0.33,10.31
WRK-00456,0.5588,94.21,0,1.0,0,0.7204,0.2692,0.16,31.24,10.4,0.6759,18.37
WRK-00457,0.5154,34.66,0,0.8612,0,0.295,0.9809,0.6655,1.07,0.0,0.0824,9.13
WRK-00458,0.4078,62.17,1,0.6627,0,0.7113,0.2396,0.6121,1.39,0.0,0.3841,7.03
WRK-00459,0.6093,67.34,0,0.7274,0,0.9338,0.7345,0.8319,1.97,1.0,0.2084,3.02
WRK-00460,0.6862,80.58,1,1.0,0,0.603,0.2261,0.783,0.81,4.0,0.2963,18.13
WRK-00461,0.3467,41.09,0,0.5329,0,0.9545,1.0,0.7229,1.24,0.0,0.1574,0.77
WRK-00462,0.5059,32.56,0,0.7818,0,0.7832,0.4429,0.6708,4.64,0.0,0.0704,4.99
WRK-00463,0.5327,54.84,0,0.7022,0,0.739,0.6442,0.6469,0.44,0.0,0.264,5.4
WRK-00464,0.455,92.01,1,0.9578,0,0.05,1.0,0.7908,1.11,2.0,0.3222,17.43
WRK-00465,0.6398,75.91,0,1.0,0,0.293,1.0,0.7742,0.38,1.0,0.0925,7.05
WRK-00466,0.5985,33.7,0,0.563,0,0.759,0.3216,0.6054,1.08,0.0,0.2462,1.59
WRK-00467,0.5973,49.32,0,0.9009,0,0.4568,0.6633,0.6768,0.89,1.0,0.1969,6.79
WRK-00468,0.5615,93.49,0,0.8311,0,0.7702,0.4854,0.5682,0.21,0.0,0.2494,8.77
WRK-00469,0.5466,35.45,0,0.8831,0,0.4991,0.7462,0.2953,68.56,4.6,0.8917,24.82
WRK-00470,0.3854,6.73,1,0.4474,0,0.539,0.9172,0.7962,0.42,7.0,0.1949,11.9
WRK-00471,0.4677,44.96,0,0.6602,0,0.5614,0.6044,0.696,0.8,0.0,0.2036,0.0
WRK-00472,0.5972,39.11,0,0.7554,0,0.8548,0.5468,0.7537,7.0,1.0,0.1529,0.35
WRK-00473,0.7111,90.7,0,0.9635,0,0.2717,1.0,0.8407,0.15,2.0,0.0024,11.73
WRK-00474,0.6368,79.31,0,0.7716,0,0.8318,0.5688,0.661,5.94,4.0,0.1782,1.39
WRK-00475,0.463,52.04,0,0.7703,0,0.3548,0.9688,0.5281,4.67,0.0,0.0593,1.7
WRK-00476,0.3941,68.8,0,0.8033,0,0.9166,0.8462,0.7729,1.14,2.0,0.2517,8.15
WRK-00477,0.3673,87.71,0,0.9645,0,0.6537,0.0866,0.5756,1.78,2.0,0.13,8.02
WRK-00478,0.5792,71.93,1,1.0,1,0.6582,0.1138,0.9069,0.32,3.0,0.128,7.15
WRK-00479,0.2748,51.95,0,0.8343,1,0.3764,0.9264,0.6911,1.22,0.0,0.3294,7.2
WRK-00480,0.6483,267.35,0,1.0,0,0.6758,0.2914,0.8875,6.35,3.0,0.1738,15.8
WRK-00481,0.3858,62.81,0,1.0,0,0.4143,0.7143,0.295,95.41,4.0,0.6674,24.71
WRK-00482,0.4751,63.85,0,0.6654,0,0.4813,0.5124,0.6435,0.06,1.0,0.052,1.95
WRK-00483,0.384,81.18,0,1.0,0,0.3191,0.9153,0.611,0.44,3.0,0.2682,8.92
WRK-00484,0.1985,50.28,0,0.8663,0,0.598,0.3222,0.7643,1.1,1.0,0.1868,4.78
WRK-00485,0.5965,78.46,0,0.9636,0,0.7837,0.7926,0.7189,1.73,0.0,0.3772,7.66
WRK-00486,0.5123,40.82,1,0.8385,0,0.5975,0.1593,0.8569,3.98,1.0,0.2418,13.35
WRK-00487,0.4316,69.9,0,1.0,0,0.322,0.856,0.47,3.7,2.0,0.2696,5.07
WRK-00488,0.7716,100.19,0,0.9564,0,0.4187,0.7393,0.8216,0.57,2.0,0.2965,9.85
WRK-00489,0.4009,57.21,0,0.7727,0,0.4157,0.6366,0.6952,2.09,1.0,0.1686,2.04
WRK-00490,0.7205,79.34,1,0.9306,0,0.05,1.0,0.9025,0.87,2.0,0.1018,12.78
WRK-00491,0.3785,35.59,0,0.4469,0,0.7832,0.3458,0.9086,3.77,0.0,0.2438,2.8
WRK-00492,0.4466,33.36,0,0.6353,0,0.3914,0.6523,0.5084,0.13,1.0,0.3448,0.37
WRK-00493,0.3832,44.46,0,0.915,0,0.5549,0.3489,0.7165,3.14,0.0,0.3834,4.52
WRK-00494,0.6453,97.35,0,0.9851,0,0.4393,0.9535,0.8962,6.2,1.0,0.0338,9.01
